"concept_id"	"concept_name"	"domain_id"	"vocabulary_id"	"concept_class_id"	"standard_concept"	"concept_code"	"valid_start_date"	"valid_end_date"	"invalid_reason"
-7001178	Motherwort	NaPDI research	NAPDI	NaPDI Preferred Term	""	Motherwort	2000-01-01	2099-02-22	""
-7001179	Water hyssop	NaPDI research	NAPDI	NaPDI Preferred Term	""	Water hyssop	2000-01-01	2099-02-22	""
-7001180	Purplegranadilla	NaPDI research	NAPDI	NaPDI Preferred Term	""	Purplegranadilla	2000-01-01	2099-02-22	""
-7001181	Yellow gentian	NaPDI research	NAPDI	NaPDI Preferred Term	""	Yellow gentian	2000-01-01	2099-02-22	""
-7001182	Da hua long ya cao	NaPDI research	NAPDI	NaPDI Preferred Term	""	Da hua long ya cao	2000-01-01	2099-02-22	""
-7001183	piprage	NaPDI research	NAPDI	NaPDI Preferred Term	""	piprage	2000-01-01	2099-02-22	""
-7001184	Yellow chasteweed	NaPDI research	NAPDI	NaPDI Preferred Term	""	Yellow chasteweed	2000-01-01	2099-02-22	""
-7001185	One-style hawthorn	NaPDI research	NAPDI	NaPDI Preferred Term	""	One-style hawthorn	2000-01-01	2099-02-22	""
-7001186	Magnolia-bark	NaPDI research	NAPDI	NaPDI Preferred Term	""	Magnolia-bark	2000-01-01	2099-02-22	""
-7001187	Wild geranium	NaPDI research	NAPDI	NaPDI Preferred Term	""	Wild geranium	2000-01-01	2099-02-22	""
-7001188	Spanish-needles	NaPDI research	NAPDI	NaPDI Preferred Term	""	Spanish-needles	2000-01-01	2099-02-22	""
-7001189	Grapefruit	NaPDI research	NAPDI	NaPDI Preferred Term	""	Grapefruit	2000-01-01	2099-02-22	""
-7001190	Patchouly	NaPDI research	NAPDI	NaPDI Preferred Term	""	Patchouly	2000-01-01	2099-02-22	""
-7001191	Nimtree	NaPDI research	NAPDI	NaPDI Preferred Term	""	Nimtree	2000-01-01	2099-02-22	""
-7001192	Xiakucao	NaPDI research	NAPDI	NaPDI Preferred Term	""	Xiakucao	2000-01-01	2099-02-22	""
-7001193	Boswellia	NaPDI research	NAPDI	NaPDI Preferred Term	""	Boswellia	2000-01-01	2099-02-22	""
-7001194	Prince's-pine	NaPDI research	NAPDI	NaPDI Preferred Term	""	Prince's-pine	2000-01-01	2099-02-22	""
-7001195	Silver fir	NaPDI research	NAPDI	NaPDI Preferred Term	""	Silver fir	2000-01-01	2099-02-22	""
-7001196	Shan zhu yu	NaPDI research	NAPDI	NaPDI Preferred Term	""	Shan zhu yu	2000-01-01	2099-02-22	""
-7001197	Virginian skullcap	NaPDI research	NAPDI	NaPDI Preferred Term	""	Virginian skullcap	2000-01-01	2099-02-22	""
-7001198	PoisonBerry	NaPDI research	NAPDI	NaPDI Preferred Term	""	PoisonBerry	2000-01-01	2099-02-22	""
-7001199	Scots heather	NaPDI research	NAPDI	NaPDI Preferred Term	""	Scots heather	2000-01-01	2099-02-22	""
-7001200	Boldu	NaPDI research	NAPDI	NaPDI Preferred Term	""	Boldu	2000-01-01	2099-02-22	""
-7001201	Spearmint	NaPDI research	NAPDI	NaPDI Preferred Term	""	Spearmint	2000-01-01	2099-02-22	""
-7001202	Breadfruit	NaPDI research	NAPDI	NaPDI Preferred Term	""	Breadfruit	2000-01-01	2099-02-22	""
-7001203	Pi ba	NaPDI research	NAPDI	NaPDI Preferred Term	""	Pi ba	2000-01-01	2099-02-22	""
-7001519	GUAIOL	NaPDI research	NAPDI	NaPDI NP Constituent	""	"6cff886c-d03f-4935-9595-6f8e4d141339"	2000-01-01	2099-02-22	""
-7001576	NICKEL	NaPDI research	NAPDI	NaPDI NP Constituent	""	"1141acb4-e3c4-4eab-8e2e-ca35705cafc4"	2000-01-01	2099-02-22	""
-7002479	DIOSMIN	NaPDI research	NAPDI	NaPDI NP Constituent	""	"22ad8423-31b3-479b-9e46-5d5391878816"	2000-01-01	2099-02-22	""
-7002823	GARLIC PILL (ALLIUM SATIVUM)	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Garlic	2000-01-01	2099-02-22	""
-7002948	BURDOCKROOT	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Niu bang zi	2000-01-01	2099-02-22	""
-7002949	BURDICK WOOD	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Niu bang zi	2000-01-01	2099-02-22	""
-7002950	HERBALS\SPIRULINA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Spirulina	2000-01-01	2099-02-22	""
-7002951	BETA VULGARIS WHOLE.	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002952	BEETROOT	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002953	BEET JUICE	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002954	BEETROOT JUICE	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002955	BEET ROOT POWDER	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002956	BEETROOT EXTRACT	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002957	BEET ROOT	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002958	TIAN CE	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002959	BETA VULGARISM 2X	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002960	BEET	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002961	BEET ROOT COMPLEX	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002962	BEET LEAF	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002963	BEET ROOT EXTRACT	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002964	B BEET JUICE	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7002965	BEET PILLS	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Beet root	2000-01-01	2099-02-22	""
-7003022	NSI BOSWELLIA EXTRACT	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Boswellia	2000-01-01	2099-02-22	""
-7003023	BOSEWEILLA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Boswellia	2000-01-01	2099-02-22	""
-7003144	GREEN TEA W HOODIA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Green tea	2000-01-01	2099-02-22	""
-7003145	GREEN TREE EXTRACT	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Green tea	2000-01-01	2099-02-22	""
-7003267	MARIJUANA VAPING LIQUID	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cannabis	2000-01-01	2099-02-22	""
-7003268	CANNABIS, INDICA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cannabis	2000-01-01	2099-02-22	""
-7003390	CINNAMON /01647501/	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003449	CINNAMINT	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003450	CINNIMOV	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003451	CINNAOMIN	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003452	CINNAMON EXTRACT TABLETS	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003563	CINNAMON EXTRACT TABLETS	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003564	HONEY + CINNAMON	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003565	CINAMMON	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003681	CIMNAMON	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003682	CINNAMON BARK CASSIA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003683	CINNEMIN	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003741	COQ WITH CINAMON	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003856	CINNAMOMUM CASSIA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003857	CINNAMON GARLIC	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003858	CINNAMON AND GREEN TEA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003859	CIMMINON	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003917	CHROMIUM/CINNAMON	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003918	CINAMMIN	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003919	CINNAMON AND CHROMIUM	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003920	VITAMIN C-CINNAMON	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7003921	CINNIOM	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Cinnamon	2000-01-01	2099-02-22	""
-7004092	TURMERIC CURCUMA LONGA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004093	TEMERIC	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004094	TURMERICE	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004095	CURCUMA LONGA ROOT	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004096	TUMERICCURCUMIN	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004097	TURMERIC TUMERIC	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004098	HERBALS\TURMERIC	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004099	TUMURIC	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004100	CURCURMIN	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004101	TURNERIC	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004102	TURNMERIC	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004103	TUMERICE	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004104	CURCUMMIN	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004105	TURMRNIC	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004106	CURCUMASORB	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004107	TUMRERIC	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004108	TURMARIC	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004109	KURKUMA CURCUMA LONGA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004110	TURMINIC	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Turmeric	2000-01-01	2099-02-22	""
-7004111	CURCUM EVAIL	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Karcura	2000-01-01	2099-02-22	""
-7004112	CURCUMA ZEDOARIA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Karcura	2000-01-01	2099-02-22	""
-7004113	ECHINACEA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Echinacea	2000-01-01	2099-02-22	""
-7004114	ECHINACEA GOLDENSEAL	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Echinacea	2000-01-01	2099-02-22	""
-7004240	REISHI MUSHROOM	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Reishi	2000-01-01	2099-02-22	""
-7004305	GINKOKUP	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004306	GINKO BOLIMA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004307	GINKGO P	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004308	GINIGO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004309	GINGKO BILOBA GINGKO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004310	GINKGO BILOBAGINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004311	GINKGO BALBOA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004312	GINGIO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004313	GINGKO BILIBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004314	GINKO BILOB	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004315	TEBONIN GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004316	GUNKO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004317	GINKGO BILBOA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004318	GINCO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004319	GINGKO BILOBA GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004320	GINKO BILABUA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004321	GINKO BILIBO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004322	GINKO GINKO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004323	GINKGO BILOBA 40 MG	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004324	TAVONIN GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004325	GINKGHO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004326	GINKOBA GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004327	GINKGO LEAF	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004328	GINKGOGINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004329	GINKGO BILOBA NGXGINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004330	GINKGO MAX	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004331	GINKGO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004332	GINKGO BILIBO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004333	GINGKO BILOBA EXTR	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004334	GINKGO BIOLBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004335	GINKGO NOS	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004336	GINGKOMIN GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004337	GINKGO BILOB CAP	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004338	GINGKO BILOBA LEAF	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004339	GINKO BILBOA BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004340	GINGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004341	GINKOBILOBA GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004342	GINKO BILOBAGINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004343	GINKGO TEA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004344	GINKO BILOBA GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004345	GINKGO BLOBA EXT	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004346	GINKGO B	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004347	GINKGO BILOBA (TABLETS)	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004348	GINGKO BILOBA C200	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004349	GINKGO BILOBA KINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004350	GINKO BILO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004351	GINGO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004352	GINKOSTAR	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004353	GINKGO BILOB	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004354	GINGKO LOBA GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004355	GINKGO BILOBA PLUS	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004356	GINKOBILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004357	GINKYO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004358	GINKGO BILOBO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004359	GINKGO BILOBA SIROUP	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004360	GINKGOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004361	GINKOBIL N	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004362	TANAKAN GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004363	GINK	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004364	GINKGO-BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004365	GINKA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004366	GINKOBOLOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004367	GINKGO BILOBA UNKNOWN	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004368	GINGKOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004369	GINCO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004370	GINKOMED	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004371	GINKOFAR GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004372	GINKGO BILBAO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004373	GINKO GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004374	GINKGO FOLIUM	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004375	GINKGO  BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004376	GINCOBILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004377	GINKO BALOVA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004378	GINKOR	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004379	GINKGO BIOLBLA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004380	GINGKO BALBOA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004381	GINKOBA BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004382	GINKGO BILOBA GINKO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004383	GINGO BILOBOA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004384	GINKOBIL	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004385	GINKGO BILOBA ()	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004386	GINKGO BILOBA GINGKO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004387	GINKGO BILOBA LEAF	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004388	GINKOPRIM	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004389	GINKGO BILOBA FORTE	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004390	GINKO BALBOA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004391	GINKO BELOVA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004392	GILKO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004393	GINKGO GINKGO BILOBE	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004394	GINKGOLD	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004395	GINKO BILOBO	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004396	GINGKO BILBOA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004397	GINKOBALOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004398	GINKGO BILOBA TABLETS	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004399	GINKOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004400	GINKGO BIOLOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004401	GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004402	GINGKO BILOBA VITAL	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004403	GINKGO BILOBA GINKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004404	GINGKGO BILOBA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004405	GINGKO BILOBAR	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004406	GINKO BILOABA	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
-7004407	GINKGO BILOBA EXTARCT	NaPDI research	NAPDI	NaPDI NP Spelling Variation	""	Ginkgo	2000-01-01	2099-02-22	""
